client,Epoch,Loss,Accuracy
0,1,2.0662855498902766,63.17930834059866
0,2,1.8060363219408144,82.01104330136589
0,3,1.7716812979362746,85.29497239174658
0,4,1.7779002271603823,84.21970357454228
0,5,1.7676431817590779,85.17872711421099
0,6,1.7645301573161793,85.55652426620168
0,7,1.7638992106292775,85.55652426620168
0,8,1.7612923859368512,85.81807614065679
0,9,1.7766861098470128,84.21970357454228
0,10,1.762685664570085,85.58558558558559
1,1,1.8866845967636674,81.28451031676838
1,2,1.7857881655560124,83.98721301947108
1,3,1.7736962893281991,84.91717523975588
1,4,1.7825037737510803,83.84190642255159
1,5,1.7808365945828455,83.92909038070329
1,6,1.7755529408102062,84.36501017146179
1,7,1.7615949638789754,85.78901482127289
1,8,1.7688697552430503,85.03342051729147
1,9,1.7889825200520333,82.99912816041848
1,10,1.760745118981568,85.78901482127289
2,1,1.820945266394888,82.97006684103458
2,2,1.7856457032333695,83.90002906131939
2,3,1.7835929820484224,83.81284510316769
2,4,1.7665037227341387,85.44027898866608
2,5,1.7636199279149634,85.64370822435339
2,6,1.7796599335900718,83.98721301947108
2,7,1.7897628139528512,82.94100552165068
2,8,1.7656661360852777,85.35309503051438
2,9,1.7680834519897863,85.12060447544319
2,10,1.7605001234825237,85.81807614065679
3,1,1.8017574286427582,83.40598663179308
3,2,1.790616291989177,83.14443475733798
3,3,1.774174200504163,84.68468468468468
3,4,1.7727605209193373,84.80092996222028
3,5,1.7715507817076017,84.8299912816042
3,6,1.7700049045342128,84.94623655913979
3,7,1.7660272104221275,85.32403371113048
3,8,1.7694010466737127,84.94623655913979
3,9,1.7607536808622943,85.81807614065679
3,10,1.7778661440261503,84.10345829700668
4,1,1.800991512613785,82.94100552165068
4,2,1.781243466484225,83.95815170008719
4,3,1.7668113896918745,85.49840162743388
4,4,1.7798720764068894,84.04533565823888
4,5,1.7785420307555044,84.1325196163906
4,6,1.7703772837566147,84.91717523975588
4,7,1.7632767436107284,85.55652426620168
4,8,1.764764851308036,85.38215634989828
4,9,1.7627255401647284,85.58558558558559
4,10,1.7725046709183838,84.53937808776519
5,1,1.800991512613785,82.94100552165068
5,2,1.781243466484225,83.95815170008719
5,3,1.7668113896918745,85.49840162743388
5,4,1.7798720764068894,84.04533565823888
5,5,1.7785420307555044,84.1325196163906
5,6,1.7703772837566147,84.91717523975588
5,7,1.7632767436107284,85.55652426620168
5,8,1.764764851308036,85.38215634989828
5,9,1.7627255401647284,85.58558558558559
5,10,1.7725046709183838,84.53937808776519
