Round,Loss,Accuracy
0,2.485660564833583,0.04191201939729823
1,2.485660564833583,0.04191201939729823
2,2.485660564833583,0.04191201939729823
3,2.485660564833583,0.04191201939729823
4,2.485660564833583,0.04191201939729823
5,2.485660564833583,0.04191201939729823
6,2.485660564833583,0.04191201939729823
7,2.485660564833583,0.04191201939729823
8,2.485660564833583,0.04191201939729823
9,2.485660564833583,0.04191201939729823
10,2.485660564833583,0.04191201939729823
