train_loss,num-examples
1.3127847214539845,184
1.295542190472285,184
1.2689869403839111,184
1.2767328123251598,184
1.2478847205638885,184
1.2582435260216396,184
1.2540435393651326,184
1.1879489521185558,184
1.1742371022701263,184
1.171072170138359,184
1.1642341415087383,184
1.1446375747521718,184
1.1233925521373749,184
1.0878300368785858,184
1.0302510509888332,184
1.0325796604156494,184
0.980160137017568,184
0.9834722429513931,184
0.9836565603812536,184
0.9542717337608337,184
0.9365456824501356,184
0.942066510518392,184
0.9575183639923731,184
0.8094949796795845,184
0.7349408989151319,184
0.7184583991765976,184
0.6593275119860967,184
0.6514651527007421,184
0.602302490423123,184
0.6769937624533972,184
0.6282111629843712,184
0.6044344988962015,184
0.6491924673318863,184
0.6287719781200091,184
0.7105729828278223,184
0.49923032025496167,184
0.5495331759254137,184
0.5629217227300009,184
0.3777965617676576,184
0.48396681000789005,184
0.3991193411250909,184
0.3990420736372471,184
0.4229566901922226,184
0.3969412458439668,184
0.38651569187641144,184
0.3445362678418557,184
0.43018554771939915,184
0.4796409507592519,184
0.3209634833037853,184
0.3906523808836937,184
0.367459071179231,184
0.2785606247683366,184
0.28757359211643535,184
0.20679078499476114,184
0.2671970284233491,184
