train_loss,num-examples
1.3264857172966003,155
1.2982927322387696,155
1.2843577980995178,155
1.2911595702171326,155
1.2472417891025542,155
1.265881633758545,155
1.2188787937164307,155
1.237302589416504,155
1.1562474846839905,155
1.1473800659179687,155
1.1232627213001252,155
1.1236340939998626,155
1.032383006811142,155
0.9313513278961182,155
0.884561824798584,155
0.7894823014736175,155
0.8381845891475678,155
0.7222086310386657,155
0.7073347300291062,155
0.6118250608444213,155
0.5629469454288483,155
0.530598697066307,155
0.5386045932769775,155
0.49620629847049713,155
0.4949876293540001,155
0.4618291288614273,155
0.4868029236793518,155
0.3614449393004179,155
0.33627091646194457,155
0.35100729763507843,155
0.377183111011982,155
0.3888010986149311,155
0.3334617540240288,155
0.34430705904960635,155
0.4029851764440536,155
0.37672570496797564,155
0.2778252959251404,155
0.31911701485514643,155
0.31960391998291016,155
0.2613823890686035,155
0.26029188074171544,155
0.3025207594037056,155
0.33933992087841036,155
0.2689001724123955,155
0.27944732531905175,155
0.2718145623803139,155
0.2472403384745121,155
0.2543721176683903,155
0.2558619808405638,155
0.28722294643521307,155
0.23570139557123185,155
0.27892912179231644,155
0.2763720266520977,155
0.26322547495365145,155
0.24172211885452272,155
