train_loss,num-examples
0.6643937329451243,178
0.6479014158248901,178
0.660176287094752,178
0.6524136563142141,178
0.6320160528024038,178
0.6339799265066782,178
0.637627512216568,178
0.618399421374003,178
0.6165736317634583,178
0.6225742101669312,178
0.6109500825405121,178
0.6226342221101125,178
0.6127357085545858,178
0.5922800501187643,178
0.5860377103090286,178
0.5780320117870966,178
0.6031284828980764,178
0.5866022209326426,178
0.5666408886512121,178
0.5570409595966339,178
0.5568038324515024,178
0.5066515405972799,178
0.5257716874281565,178
0.5135614971319834,178
0.5183127274115881,178
0.4943189024925232,178
0.47710584104061127,178
0.6742061177889506,178
0.6689298152923584,178
0.6619724233945211,178
0.6694168845812479,178
0.6766287982463837,178
0.671696126461029,178
0.6712257266044617,178
0.6689529120922089,178
0.6669106980164846,178
0.6639964977900187,178
0.6519566178321838,178
0.6502653062343597,178
0.6469685037930807,178
0.6468645830949148,178
0.6900852819283804,178
0.6900752584139506,178
0.6816617647806803,178
0.7008492251237234,178
0.6689939399560293,178
0.6889661848545074,178
0.6728260318438212,178
0.6703365445137024,178
1.3228981097539265,178
1.276940643787384,178
1.2973284324010212,178
1.2488279143969219,178
1.2266109138727188,178
1.123619978626569,178
1.123428185780843,178
1.0729062457879384,178
1.0562245945135753,178
1.102835367123286,178
0.9893694420655569,178
0.9458719392617544,178
0.9917037039995193,178
0.962974970539411,178
0.892365371187528,178
0.8645687525471052,178
0.8521144737799963,178
0.7902203028400739,178
0.8196525722742081,178
0.8304640899101893,178
0.7445808053016663,178
0.7019959638516108,178
0.7769789348045985,178
0.6977078591783842,178
0.6729353244105974,178
0.6375419447819392,178
0.728646494448185,178
0.5691691736380259,178
0.6119128813346227,178
0.5726228753725687,178
0.5400256837407748,178
0.7261672218640646,178
0.4771400162329276,178
0.5596526016791662,178
0.5836728401482105,178
0.4126690986255805,178
0.5438986619313558,178
0.5338781774044037,178
0.4210852359731992,178
0.3454490701357524,178
0.3506095043073098,178
0.35453575290739536,178
0.3449865182240804,178
0.33634218325217563,178
0.3930208086967468,178
0.3720524590462446,178
0.3032231032848358,178
0.32426641322672367,178
0.3340948472420375,178
0.2967062716682752,178
0.30316289824744064,178
0.3064428636183341,178
0.380121814707915,178
0.305032338326176,178
0.3028635283311208,178
0.36663007115324336,178
0.30417219673593837,178
0.2756800887485345,178
0.2633013774951299,178
0.26777107765277225,178
0.2548042871057987,178
0.3127162102609873,178
