train_loss,num-examples
0.6775621056556702,155
0.6737717747688293,155
0.675238561630249,155
0.6725779414176941,155
0.6722757816314697,155
0.6664187192916871,155
0.6660019993782044,155
0.6615814089775085,155
0.6673002123832703,155
0.6573012471199036,155
0.6631781339645386,155
0.6487810730934143,155
0.6462964892387391,155
0.6435239553451538,155
0.6358267188072204,155
0.6406093597412109,155
0.635026216506958,155
0.6346939444541931,155
0.6264180302619934,155
0.6263625025749207,155
0.6261161088943481,155
0.6190172672271729,155
0.6208174109458924,155
0.6016155123710633,155
0.5839678764343261,155
0.59040207862854,155
0.6107547760009766,155
0.5590052127838134,155
0.5543923318386078,155
0.5383615791797638,155
0.5227289199829102,155
0.6847396850585937,155
0.677729868888855,155
0.6769328236579895,155
0.6900126695632934,155
0.678178870677948,155
0.6798491954803467,155
0.684069550037384,155
0.6804328083992004,155
0.6765061855316162,155
0.6692875623703003,155
0.6601789116859436,155
0.6626024723052979,155
0.6997445344924926,155
0.6990725874900818,155
0.6945672035217285,155
0.7013703227043152,155
0.6646135807037353,155
0.6782663106918335,155
0.6967537045478821,155
0.6884742736816406,155
0.6864966630935669,155
1.3417561411857606,155
1.334700083732605,155
1.3052837014198304,155
1.259923017024994,155
1.2794636249542237,155
1.1813092648983001,155
1.1300639271736146,155
1.1311482191085815,155
1.094297432899475,155
1.1818018078804016,155
0.963389641046524,155
0.9038294613361358,155
0.78670254945755,155
0.5137728720903396,155
0.5255545794963836,155
0.36527298092842103,155
0.4327839747071266,155
0.36505946293473246,155
0.4389094188809395,155
0.32971660420298576,155
0.41362195909023286,155
0.30331125780940055,155
0.3081833392381668,155
0.32910654693841934,155
0.32652040272951127,155
0.2986792840063572,155
0.32344911992549896,155
0.34503017365932465,155
0.3053993612527847,155
0.3058574229478836,155
0.2838109090924263,155
0.24427258782088757,155
0.3165487177670002,155
0.294926743209362,155
0.2341343030333519,155
0.24344588816165924,155
0.2686078783124685,155
0.23438476398587227,155
0.22963392697274684,155
0.29140172265470027,155
0.2377411387860775,155
0.25823059007525445,155
0.2500807363539934,155
0.2317433833144605,155
