Round,Loss,Accuracy
0,2.48577106653989,0.010045029442327675
1,2.48577106653989,0.010045029442327675
2,2.48577106653989,0.010045029442327675
3,2.48577106653989,0.010045029442327675
4,2.48577106653989,0.010045029442327675
5,2.48577106653989,0.010045029442327675
6,2.48577106653989,0.010045029442327675
7,2.48577106653989,0.010045029442327675
8,2.48577106653989,0.010045029442327675
9,2.48577106653989,0.010045029442327675
10,2.48577106653989,0.010045029442327675
