,accuracy_score,precision_score,recall_score,f1_score,balanced_accuracy_score,confusion_matrix
MLP,0.9882029328012708,0.9879777372658652,0.9882029328012708,0.988047881261549,0.8951558528964173,"[[286, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0], [0, 217, 14, 0, 0, 0, 7, 9, 0, 0, 4, 26], [2, 20, 192, 2, 5, 0, 9, 9, 0, 1, 10, 22], [0, 1, 0, 260, 4, 27, 5, 9, 0, 1, 13, 15], [0, 1, 2, 3, 221, 3, 3, 6, 0, 1, 7, 25], [0, 2, 1, 36, 3, 258, 3, 5, 1, 4, 2, 16], [0, 1, 1, 2, 0, 2, 9600, 11, 1, 0, 15, 0], [0, 7, 10, 9, 2, 11, 28, 11252, 2, 12, 2, 0], [0, 0, 0, 0, 0, 1, 0, 1, 9498, 0, 0, 0], [0, 1, 0, 0, 0, 1, 8, 14, 1, 308, 0, 2], [0, 1, 1, 4, 0, 3, 8, 12, 0, 4, 4637, 2], [0, 17, 9, 27, 14, 9, 0, 2, 0, 1, 8, 14285]]"
