2025-08-24 15:03:03,935 [INFO] --- Preparing Data ---
2025-08-24 15:04:06,490 [INFO] Algo: fedprox  | Round: 05 | Global F1-Score: 0.7412
2025-08-24 15:04:08,725 [INFO] Algo: fedprox  | Round: 06 | Global F1-Score: 0.7065
2025-08-24 15:04:10,635 [INFO] Algo: fedprox  | Round: 07 | Global F1-Score: 0.6735
2025-08-24 15:04:12,554 [INFO] Algo: fedprox  | Round: 08 | Global F1-Score: 0.7310
2025-08-24 15:04:14,579 [INFO] Algo: fedprox  | Round: 09 | Global F1-Score: 0.6920
2025-08-24 15:04:16,584 [INFO] Algo: fedprox  | Round: 10 | Global F1-Score: 0.7486
2025-08-24 15:04:18,683 [INFO] Algo: fedprox  | Round: 11 | Global F1-Score: 0.7992
2025-08-24 15:04:20,705 [INFO] Algo: fedprox  | Round: 12 | Global F1-Score: 0.7920
2025-08-24 15:04:22,914 [INFO] Algo: fedprox  | Round: 13 | Global F1-Score: 0.8041
2025-08-24 15:04:24,876 [INFO] Algo: fedprox  | Round: 14 | Global F1-Score: 0.8068
2025-08-24 15:04:27,048 [INFO] Algo: fedprox  | Round: 15 | Global F1-Score: 0.7610
2025-08-24 15:04:29,023 [INFO] Algo: fedprox  | Round: 16 | Global F1-Score: 0.8008
2025-08-24 15:04:31,001 [INFO] Algo: fedprox  | Round: 17 | Global F1-Score: 0.7338
2025-08-24 15:04:32,943 [INFO] Algo: fedprox  | Round: 18 | Global F1-Score: 0.7852
2025-08-24 15:04:34,932 [INFO] Algo: fedprox  | Round: 19 | Global F1-Score: 0.7773
2025-08-24 15:04:36,905 [INFO] Algo: fedprox  | Round: 20 | Global F1-Score: 0.7159
2025-08-24 15:04:38,765 [INFO] Algo: fedprox  | Round: 21 | Global F1-Score: 0.7899
2025-08-24 15:04:40,717 [INFO] Algo: fedprox  | Round: 22 | Global F1-Score: 0.7548
2025-08-24 15:04:42,807 [INFO] Algo: fedprox  | Round: 23 | Global F1-Score: 0.7405
2025-08-24 15:04:44,789 [INFO] Algo: fedprox  | Round: 24 | Global F1-Score: 0.6466
2025-08-24 15:04:46,826 [INFO] Algo: fedprox  | Round: 25 | Global F1-Score: 0.6587
2025-08-24 15:04:48,742 [INFO] Algo: fedprox  | Round: 26 | Global F1-Score: 0.8009
2025-08-24 15:04:50,753 [INFO] Algo: fedprox  | Round: 27 | Global F1-Score: 0.7296
2025-08-24 15:04:52,809 [INFO] Algo: fedprox  | Round: 28 | Global F1-Score: 0.7588
2025-08-24 15:04:54,853 [INFO] Algo: fedprox  | Round: 29 | Global F1-Score: 0.7065
2025-08-24 15:04:56,714 [INFO] Algo: fedprox  | Round: 30 | Global F1-Score: 0.7641
2025-08-24 15:04:58,676 [INFO] Algo: fedprox  | Round: 31 | Global F1-Score: 0.8058
2025-08-24 15:05:00,754 [INFO] Algo: fedprox  | Round: 32 | Global F1-Score: 0.7392
2025-08-24 15:05:02,808 [INFO] Algo: fedprox  | Round: 33 | Global F1-Score: 0.7331
2025-08-24 15:05:04,716 [INFO] Algo: fedprox  | Round: 34 | Global F1-Score: 0.7594
2025-08-24 15:05:06,605 [INFO] Algo: fedprox  | Round: 35 | Global F1-Score: 0.7780
2025-08-24 15:05:08,759 [INFO] Algo: fedprox  | Round: 36 | Global F1-Score: 0.7958
2025-08-24 15:05:10,812 [INFO] Algo: fedprox  | Round: 37 | Global F1-Score: 0.8122
2025-08-24 15:05:12,991 [INFO] Algo: fedprox  | Round: 38 | Global F1-Score: 0.8000
2025-08-24 15:05:14,889 [INFO] Algo: fedprox  | Round: 39 | Global F1-Score: 0.8103
2025-08-24 15:05:17,046 [INFO] Algo: fedprox  | Round: 40 | Global F1-Score: 0.8139
2025-08-24 15:05:19,174 [INFO] Algo: fedprox  | Round: 41 | Global F1-Score: 0.8207
2025-08-24 15:05:21,079 [INFO] Algo: fedprox  | Round: 42 | Global F1-Score: 0.7983
2025-08-24 15:05:23,046 [INFO] Algo: fedprox  | Round: 43 | Global F1-Score: 0.7755
2025-08-24 15:05:25,045 [INFO] Algo: fedprox  | Round: 44 | Global F1-Score: 0.7640
2025-08-24 15:05:27,110 [INFO] Algo: fedprox  | Round: 45 | Global F1-Score: 0.7294
2025-08-24 15:05:29,128 [INFO] Algo: fedprox  | Round: 46 | Global F1-Score: 0.7048
2025-08-24 15:05:31,092 [INFO] Algo: fedprox  | Round: 47 | Global F1-Score: 0.6912
2025-08-24 15:05:32,687 [INFO] Algo: fedprox  | Round: 48 | Global F1-Score: 0.6938
2025-08-24 15:05:34,906 [INFO] Algo: fedprox  | Round: 49 | Global F1-Score: 0.7236
2025-08-24 15:05:37,119 [INFO] Algo: fedprox  | Round: 50 | Global F1-Score: 0.7205
2025-08-24 15:05:38,749 [INFO] Algo: scaffold | Round: 01 | Global F1-Score: 0.4619
2025-08-24 15:05:39,964 [INFO] Algo: scaffold | Round: 02 | Global F1-Score: 0.5546
2025-08-24 15:05:41,275 [INFO] Algo: scaffold | Round: 03 | Global F1-Score: 0.5782
2025-08-24 15:05:42,495 [INFO] Algo: scaffold | Round: 04 | Global F1-Score: 0.5571
2025-08-24 15:05:44,030 [INFO] Algo: scaffold | Round: 05 | Global F1-Score: 0.5483
2025-08-24 15:05:45,351 [INFO] Algo: scaffold | Round: 06 | Global F1-Score: 0.5524
2025-08-24 15:05:46,541 [INFO] Algo: scaffold | Round: 07 | Global F1-Score: 0.5686
2025-08-24 15:05:47,739 [INFO] Algo: scaffold | Round: 08 | Global F1-Score: 0.5613
2025-08-24 15:05:49,023 [INFO] Algo: scaffold | Round: 09 | Global F1-Score: 0.5629
2025-08-24 15:05:50,272 [INFO] Algo: scaffold | Round: 10 | Global F1-Score: 0.5709
2025-08-24 15:05:51,521 [INFO] Algo: scaffold | Round: 11 | Global F1-Score: 0.6000
2025-08-24 15:05:52,733 [INFO] Algo: scaffold | Round: 12 | Global F1-Score: 0.6179
2025-08-24 15:05:53,963 [INFO] Algo: scaffold | Round: 13 | Global F1-Score: 0.6036
2025-08-24 15:05:55,133 [INFO] Algo: scaffold | Round: 14 | Global F1-Score: 0.5275
2025-08-24 15:05:56,533 [INFO] Algo: scaffold | Round: 15 | Global F1-Score: 0.5722
2025-08-24 15:05:57,813 [INFO] Algo: scaffold | Round: 16 | Global F1-Score: 0.5829
2025-08-24 15:05:59,152 [INFO] Algo: scaffold | Round: 17 | Global F1-Score: 0.6313
2025-08-24 15:06:00,368 [INFO] Algo: scaffold | Round: 18 | Global F1-Score: 0.6259
2025-08-24 15:06:01,516 [INFO] Algo: scaffold | Round: 19 | Global F1-Score: 0.6173
2025-08-24 15:06:02,623 [INFO] Algo: scaffold | Round: 20 | Global F1-Score: 0.6066
2025-08-24 15:06:03,704 [INFO] Algo: scaffold | Round: 21 | Global F1-Score: 0.5915
2025-08-24 15:06:04,838 [INFO] Algo: scaffold | Round: 22 | Global F1-Score: 0.5850
2025-08-24 15:06:06,069 [INFO] Algo: scaffold | Round: 23 | Global F1-Score: 0.5979
2025-08-24 15:06:07,501 [INFO] Algo: scaffold | Round: 24 | Global F1-Score: 0.6277
2025-08-24 15:06:08,718 [INFO] Algo: scaffold | Round: 25 | Global F1-Score: 0.6308
2025-08-24 15:06:09,849 [INFO] Algo: scaffold | Round: 26 | Global F1-Score: 0.6131
2025-08-24 15:06:11,133 [INFO] Algo: scaffold | Round: 27 | Global F1-Score: 0.6231
2025-08-24 15:06:12,461 [INFO] Algo: scaffold | Round: 28 | Global F1-Score: 0.6105
2025-08-24 15:06:13,637 [INFO] Algo: scaffold | Round: 29 | Global F1-Score: 0.6042
2025-08-24 15:06:14,698 [INFO] Algo: scaffold | Round: 30 | Global F1-Score: 0.6297
2025-08-24 15:06:15,943 [INFO] Algo: scaffold | Round: 31 | Global F1-Score: 0.6250
2025-08-24 15:06:17,141 [INFO] Algo: scaffold | Round: 32 | Global F1-Score: 0.6277
2025-08-24 15:06:18,305 [INFO] Algo: scaffold | Round: 33 | Global F1-Score: 0.6318
2025-08-24 15:06:19,408 [INFO] Algo: scaffold | Round: 34 | Global F1-Score: 0.6222
2025-08-24 15:06:20,706 [INFO] Algo: scaffold | Round: 35 | Global F1-Score: 0.6235
2025-08-24 15:06:22,163 [INFO] Algo: scaffold | Round: 36 | Global F1-Score: 0.6398
2025-08-24 15:06:23,311 [INFO] Algo: scaffold | Round: 37 | Global F1-Score: 0.6284
2025-08-24 15:06:24,545 [INFO] Algo: scaffold | Round: 38 | Global F1-Score: 0.6358
2025-08-24 15:06:25,671 [INFO] Algo: scaffold | Round: 39 | Global F1-Score: 0.6318
2025-08-24 15:06:26,970 [INFO] Algo: scaffold | Round: 40 | Global F1-Score: 0.6321
2025-08-24 15:06:28,162 [INFO] Algo: scaffold | Round: 41 | Global F1-Score: 0.6247
2025-08-24 15:06:29,372 [INFO] Algo: scaffold | Round: 42 | Global F1-Score: 0.6408
2025-08-24 15:06:30,569 [INFO] Algo: scaffold | Round: 43 | Global F1-Score: 0.6182
2025-08-24 15:06:31,697 [INFO] Algo: scaffold | Round: 44 | Global F1-Score: 0.6186
2025-08-24 15:06:32,913 [INFO] Algo: scaffold | Round: 45 | Global F1-Score: 0.6418
2025-08-24 15:06:34,144 [INFO] Algo: scaffold | Round: 46 | Global F1-Score: 0.6318
2025-08-24 15:06:35,475 [INFO] Algo: scaffold | Round: 47 | Global F1-Score: 0.6415
2025-08-24 15:06:36,314 [INFO] Algo: scaffold | Round: 48 | Global F1-Score: 0.6411
2025-08-24 15:06:37,587 [INFO] Algo: scaffold | Round: 49 | Global F1-Score: 0.6415
2025-08-24 15:06:39,001 [INFO] Algo: scaffold | Round: 50 | Global F1-Score: 0.6388
2025-08-24 15:06:39,195 [INFO] 
--- Final Comparison ---
2025-08-24 15:06:39,198 [INFO] 
       Algorithm  Rounds-to-Target-F1  Final-Worst-Client-F1
          FedAvg                   10               0.904762
FedProx (μ=0.01)                   11               0.978261
        SCAFFOLD                   -1               0.594595
2025-08-24 15:07:11,032 [INFO] 
✅ All simulations complete. Results saved in '/home/syed/PhD/UP-Fall-FL/Experimental_Scripts/Modules/output/Module3'.
