round,accuracy,comm_mb
1,0.650887573964497,0.34883975982666016
2,0.6479289940828402,0.6976795196533203
3,0.7337278106508875,1.0465192794799805
4,0.7618343195266272,1.3953590393066406
5,0.8106508875739645,1.7441987991333008
6,0.7662721893491125,2.093038558959961
7,0.7263313609467456,2.441878318786621
8,0.8195266272189349,2.7907180786132812
9,0.7618343195266272,3.1395578384399414
10,0.8402366863905325,3.4883975982666016
11,0.863905325443787,3.8372373580932617
12,0.8461538461538461,4.186077117919922
13,0.863905325443787,4.534916877746582
14,0.878698224852071,4.883756637573242
15,0.8298816568047337,5.232596397399902
16,0.841715976331361,5.5814361572265625
17,0.7810650887573964,5.930275917053223
18,0.8653846153846154,6.279115676879883
19,0.8446745562130178,6.627955436706543
20,0.7736686390532544,6.976795196533203
21,0.8505917159763313,7.325634956359863
22,0.8150887573964497,7.674474716186523
23,0.7855029585798816,8.023314476013184
24,0.7130177514792899,8.372154235839844
25,0.6878698224852071,8.720993995666504
26,0.8505917159763313,9.069833755493164
27,0.7810650887573964,9.418673515319824
28,0.7736686390532544,9.767513275146484
29,0.7026627218934911,10.116353034973145
30,0.7707100591715976,10.465192794799805
31,0.7633136094674556,10.814032554626465
32,0.7781065088757396,11.162872314453125
33,0.7189349112426036,11.511712074279785
34,0.7085798816568047,11.860551834106445
35,0.7795857988165681,12.209391593933105
36,0.7958579881656804,12.558231353759766
37,0.8165680473372781,12.907071113586426
38,0.7988165680473372,13.255910873413086
39,0.8091715976331361,13.604750633239746
40,0.7736686390532544,13.953590393066406
41,0.7810650887573964,14.302430152893066
42,0.7707100591715976,14.651269912719727
43,0.7633136094674556,15.000109672546387
44,0.7825443786982249,15.348949432373047
45,0.7440828402366864,15.697789192199707
46,0.7588757396449705,16.046628952026367
47,0.7825443786982249,16.395468711853027
48,0.7529585798816568,16.744308471679688
49,0.7618343195266272,17.093148231506348
50,0.7707100591715976,17.441987991333008
